"","id","name","latitude","longitude","latest"
"260",2946434,"Maiden Lane, London",51.5423,-0.1285,"2024-11-27T11:00:00Z"
"261",2946436,"Maiden Lane, London",51.5423,-0.1285,"2024-11-27T11:00:00Z"
"262",2984093,"Maiden Lane, London",51.5423,-0.1285,"2024-12-02T11:00:00Z"
"263",3039088,"Farthing downs",51.3082,-0.1365,"2024-12-02T11:00:00Z"
"264",3053804,"Twickenham",51.4453484391268,-0.334872116489035,"2024-12-02T11:00:00Z"
"265",3056381,"Harlesden LP1",51.53554,-0.24106,"2024-09-10T16:05:51+01:00"
"266",3056382,"Harlesden HP2",51.53432,-0.23493,"2024-09-10T16:04:51+01:00"
"267",3056383,"Harlesden LP2",51.53479,-0.23747,"2024-09-10T16:05:05+01:00"
"268",3056384,"Harlesden HP1",51.5361,-0.24445,"2024-09-10T14:05:16+01:00"
"269",3057945,"Harlesden LP2",51.53469,-0.23755,"2024-12-02T10:51:55Z"
"270",3057946,"Harlesden HP2",51.53356,-0.24096,"2024-12-02T10:50:09Z"
"271",3057947,"Harlesden HP1",51.53505,-0.24312,"2024-12-02T10:51:57Z"
"272",3057948,"Harlesden LP1",51.53536,-0.24114,"2024-12-02T11:06:18Z"
"273",3079185,"Stondon Walk",51.531674,0.045623,"2024-12-02T11:00:00Z"
"274",3229969,"Primrose Hill",51.5395,-0.1519,"2024-11-12T15:00:00Z"
"275",3261167,"Primrose Hill",51.5395,-0.1519,"2024-12-02T11:00:00Z"
"276",3278199,"Perivale, Buckingham Ave",51.54084,-0.321103,"2024-12-02T11:00:00Z"
